idx,smiles,valid
722,COC(C)(C)C1CCO1,1
723,CCCCC12CCC1C2,1
724,CC1=CC(C)COC1=O,1
725,CC12OC1(C=O)C1NC12,1
726,CC1=CCC(C)CC1=O,1
727,CC(CO)CC1CC1O,1
728,C#CC1CC(C)C(=O)N1,1
729,O=C1CC=CC12COC2,1
730,OC1COC2CC3C2N13,1
731,O=CC12OC1COC=N2,1
732,COC1C(CO)C1C=O,1
733,COC1CC(=O)N2CC12,1
734,OC1CC12CC1COC12,1
735,CCN1C(=O)C(=O)C2N12,0
736,O=C1CC2(CCCCC2)C1,1
737,CCC1OCC(=O)C1C,1
738,C#CC12CC1C1CC12C,1
739,C#CC1=CCC2C(O)C12,1
740,C#CC1(C)CC1(C)C,1
741,CC1(C)CC1(C)CO,1
742,CCC1(O)C(=O)C2CC21,1
743,O=C1C2CC(CC3O)C23,0
744,CC1COCCOC=N1,1
745,CC1C2CC3(CCO3)C12,1
746,CN=C1CC(=O)NC1=O,1
747,O=C1CC2CC2NC1=O,1
748,CC(CO)OCCO,1
749,C#CC1COCCC1O,1
750,OC1CC2C3C1C1OC23,0
751,CC1C(C=O)C12CCC2,1
752,CC(CO)C(C=O)C#N,1
753,CC12C3CC(OC31)C2O,1
754,CCC#CC1(CC)CC1,1
755,COC1CC(CC)OC1,1
756,CCC1CC(=O)NC1=O,1
757,C#CCC1(CC)CC1O,1
758,CCC(C#N)N1CC1,1
759,O=C1CC=C2C3CC1N23,1
760,O=CNC1CCC1C=O,1
761,CCC1C2CC(C)C12C,1
762,CC(=O)C1COC(=O)C1,1
763,CC(=O)C1OC1CCO,1
764,CC1(C)CC2C(C)OC12,1
765,CC1=C2CC(CO)CC12,1
766,CC1C2COC3(CC3)N12,1
767,CC#CCC(C)CO,1
768,C#CCC1C=CC(C)C1,1
769,CC(=O)C12CC1CC2C,1
770,CC1(O)C(O)C(O)C1O,1
771,OC1CC2C(CO)C12,1
772,COC(CO)C(C)O,1
773,CC1(C)C2OC(=N)C12C,1
774,CC(=O)C1OCC1(C)O,1
775,CC(=O)C(=O)N(C)C=O,1
776,CC1(C=O)OCC(=O)C1,1
777,CC1CC1C1CC1(C)O,1
778,O=C1C2COC1C1OC12,1
779,OC1C2CN3C(=O)C2C13,1
780,O=C1C=C2CC3C(C1)N23,1
781,CC(=O)C#CC(C)O,1
782,CC12CC3C(O)C1C2C3,1
783,OC1CC2C(O)CC12,1
784,CC1(C)OCC1C1CO1,1
785,O=C1NC2C(O)C(O)C12,1
786,OC1C(O)CC2CN12,1
787,CCC1(C2CO2)CO1,1
788,COC12C3C4C(C31)C42O,1
789,OC1C2CC1C1CCC12,1
790,O=C1CC=CC2OCC12,1
791,C#CCCC(=O)C(C)O,1
792,CC1(O)CC(=O)CCC1,1
793,CCC1OC(=O)C1C=O,1
794,COC(C)C(C#N)OC,1
795,C#CC(C)(C)C#CC#N,1
796,CC(C)C1C2C(O)C1C2,1
797,CC(C)C12CC1(C)CC2,1
798,CC12COCC1C1CC12,1
799,O=C1C2CCCC1C2O,1
800,CC1C(CO)C2(C)CC12,1
801,CC#CC(C)(C#N)C#N,1
802,C#CCCC(=O)NC=O,1
803,C1=CC2CC3(CC3)C2C1,1
804,OC1CC1C12CC1CO2,1
805,CN1CC1(O)C1(C)CC1,1
806,O=CC1=CC2CC(O)C12,1
807,O=C1CN=C2NC2C1O,1
808,C#CCC(C#N)OC=O,1
809,C#CC1(CC)CN2CC12,1
810,CC1(C)C(=O)C2C(O)C21,1
811,OC1CCC2(CO2)C1O,1
812,C#CC(C)(C#N)C#N,1
813,C#CC12CN3C1CC32O,1
814,O=C1C=CC2OC2C1,1
815,CC12OC1CC2C1CN1,1
816,OC1CC2OC3CC3C12,1
817,CC1=CC2COC(=O)C12,1
818,CC(=O)C1=CC(C)C1C,1
819,C#CC(C)(C#N)OC=O,1
820,C#CCC1CCC(=O)O1,1
821,N=C1OC2C(O)CC2O1,1
822,CC1CCC1(O)C#N,1
823,O=C1C2C3C4C(C31)N42,1
824,CC1C2C3C(O)C1C23,1
825,O=C1C2OC3CN1C32,1
826,O=C1NC2CC13COC23,1
827,CC(C)OC(=O)CC=O,1
828,CN=C1OCC12CCC2,1
829,O=C1CCCC12CC2,1
830,C#CC#CC1C2CCC21,1
831,CC1(C#N)CO1,1
832,O=C1C=C(C=O)NC1=O,1
833,C1CC23C1C1OC2C13,1
834,C1C2OC3C1C1(CN2)C31,0
835,C#CC1CC2C(O)CC12,1
836,CC1=CCC(=O)C(=O)N1,1
837,O=C1COC2CCC1O2,1
838,CCC1COC12COC2,1
839,CCCC(=O)C(N)=O,1
840,CCC1(C)CC(=O)CO1,1
841,O=C1NC=CCC1,1
842,COC1C(C)C1OC,1
843,CC(=O)C(CO)C(C)O,1
844,CCC12CCC(CO1)C2,1
845,CC12CCC(C1)CC2,1
846,CC1(C)OC1C#CC#N,1
847,C1=CCC=CC2C(C1)O2,1
848,CC1(C#N)OCCC1=O,1
849,C1C2C3CC2C14CC1N23,0
850,C#CC12CN1C1CC2C1,1
851,O=CC1CCC2OC12,1
852,C#CC(C=O)C1CC1,1
853,CNc1coc(N)c1C,1
854,CCN1CCC2(C)CC12,1
855,CCC12CC3CC1C32,1
856,COCC1(C)CC(=O)O1,1
857,CC1C2CC2NC(=O)N1,1
858,CC1C(=O)CC1CC=O,1
859,CCC1(C2CC2)OC1,1
860,C1CC12CC1OCC21,1
861,CC(C)(C#N)COC,1
862,C#CC12CC1OC1C2C1,1
863,CC1CC2(CC2O)C1C,1
864,CC12C3OC1C1C3C2O1,1
865,CCCC1C2CC(=O)C21,1
866,CC12CC(C#N)C1OC2,1
867,CC(=O)C(C=O)C1CC1,1
868,CCC(CCO)C#N,1
869,CC1(C)OC1CC1CC1,1
870,CC1(C)C2OCC12C=O,1
871,CN1CC2(C)C(C)CC12,1
872,CC(C)C1(C)CC(C)C1,1
873,CC1CCC12CC(=O)N2,1
874,COC1CC2C3CC2C31,1
875,CNC(=O)C(=O)CC=O,1
876,CC(C)(C#N)C(=O)C#N,1
877,CC1(O)CCC(CO)O1,1
878,CC1=CCC(=O)NC1=O,1
879,CN1C2C(=O)N1C21CC1,1
880,O=CNC1CC12CCC2,1
881,COC(C)C(C#N)CO,1
882,C1CC1C12COC1C2O,1
883,CCC1COC1(C)C=O,1
884,OC1C2CC2C12CCO2,1
885,C#CC1(C)CC2CC21O,1
886,COC(C)C1CC1CO,1
887,OC1C2CC3CC1C32,1
888,CC1C2CC3C(C2)N13,1
889,C1OC1CC12CC(C1)O2,1
890,OC1C=C2COC1C2O,1
891,O=C1NCC(O)C1C#N,1
892,CC#CCC#CCO,1
893,CCC#CCC1OC1C,1
894,C#CC1CC12CNC2=O,1
895,C#CC1(C2CC2)CC1,1
896,O=CC1C2CN3CC3C12,1
897,COC12CC=CC(C1)C2,1
898,O=C1C2CC(O)C1N2,1
899,CC12CN1CCC21CO1,1
900,O=C1NCC2(C=O)CN12,1
901,OC1CC12COC(=O)C2,1
902,O=CNCC1CCOC1,1
903,C#CCC(=O)C(=O)CO,1
904,CCC1C(C)C1CCC,1
905,CC12C3CN3C1C1OC12,1
906,C1=CC23CN(C2)C23CO1,0
907,CCC1C2OC(=O)C12,1
908,CC1CC1(C)C1CCO1,1
909,OC1C2C3N=CNC3C12,1
910,OC1C2C3CCC1OC32,1
911,C1=C2CC3C2C2(CO1)C32,0
912,CC1=CCC(=O)C1C,1
913,CCC(C)C1OC2CC12,1
914,CC12CC1N=C2CO,1
915,C1CC2C3CC2(C3)O1,1
916,CC(C)C12CN1C(=O)C2,1
917,C1CC1C1C2CC(O1)C2,1
918,C1C2CC3C4C3C1C4C23,0
919,CN=COCC1CC1O,1
920,CC(C)(C)C1(C)COC1,1
921,C#CC(O)CC(C)CO,1
922,CCC(O)(C#N)CO,1
923,CC(=O)C1C=CCC1,1
924,CC1(C#N)CN2CC2C1,1
925,CC12C=CC(CO1)C2O,1
926,COC(C)C(O)CCO,1
927,OC1CC2CC1(O)C2,1
928,C1OC12C1CC13CCN32,1
929,N#CC12CC3(O)C1CC23,1
930,CC1C(=O)NCCC1=O,1
931,CC12CC1(C)C1CC1C2,1
932,OC1C=CCC2OC12,1
933,CC1C(C#N)C2CC12,1
934,CCC1(O)C2C=CCC21,1
935,C1=CC2CC1C1OC12,1
936,CC12CN=COC1C2O,1
937,CC(C)(C)COC(C)=O,1
938,CNC1=NC(CO)CO1,1
939,OC1CC12CC1CCN12,1
940,CC(=O)C1CC12CCO2,1
941,C#CC#CC1C2CC1N2,1
942,CCC1C(=O)C(C)OC1,1
943,C#CC(C)C1CC1O,1
944,CC(=O)C1OC1C1CC1,1
945,COCC(C)C#CCO,1
946,CC1C2CCC1(C)C2O,1
947,C1=CC23CC(CO2)C13O,1
948,CCC1(CC)OCCO1,1
949,OC1CCC2(CO2)C1O,1
950,C#CC1=CCC(C)OC1,1
951,CC(=O)C1C(C)C2OC21,1
952,C#CC1=C(C)C(=O)CC1,1
953,C1=CC23CN4C2C3C4C13,0
954,CC1=CCC2C3CC1N23,1
955,CNC1CC(=O)N2CC12,1
956,CNc1cnn(C)c1C,1
957,C1=CCCCCC2CC12,1
958,C#CCC(=O)C#CC=O,1
959,OC1CCC1(O)CC1O,0
960,O=CC(O)CCC=O,1
961,O=COC12CC(CO1)C2,1
962,OC1C2C3CC2(CO3)O1,1
963,O=CC1CCOCCO1,1
964,CC(=O)N(C)C(=O)C=O,1
965,C#CC(C#C)C1COC1,1
966,CC1CCCCOC=N1,1
967,O=CCN1C2CCC1C2,1
968,CC(=O)C12COCC1O2,1
969,CCC(C)(C)COC,1
970,OC1CC1OC1CC1,1
971,CC1CC1OCC#N,1
972,CC1(C=O)C2CC1(C)O2,1
973,O=C1CCCC1=O,1
974,CC(=O)CC(=O)CC,1
975,CC(C)C(C)(C)OCC,1
976,O=CC1CC2(CC2)CO1,1
977,CC1C(CO)CC12CC2,1
978,C#CC1(O)C2CC1C2O,1
979,OC1C2CC(O)C12CO,1
980,CC(=O)C1C(O)CC1N,1
981,COC1C=C(C#N)CC1,1
982,C#CC1(C)C2CCC21C,1
983,CC12CC(O)C(C1)O2,1
984,C#CC1=CC(C)CC1=O,1
985,CC(=O)C1CC1OC=O,1
986,O=C1CNC(=O)CC1O,1
987,CC1(CC#N)CC(O)C1,1
988,OC1C2CC3OC3C12,1
989,O=C1NC2CC2N1C=O,1
990,CC#CC(C)(C)CC,1
991,O=CCC(=O)C#CC=O,1
992,CC1CCC2C(CC2)C1,1
993,C#CC1OCC12CCO2,1
994,C#CC1(O)C2CC(C)C21,1
995,O=C1CCOC2C(O)C12,1
996,CCC(C)C1COC1,1
997,CC12CC(C#N)(O1)C2O,1
998,CCC1(C)CC12COC2,1
999,CC12CN=COC1C2O,1
1000,C1CC2COC3C1C23O,1
1001,C#CC1OC(=O)C1C,1
1002,O=C1C2CC1CC2CO,1
1003,CC1C2C=CC(C)(C1)O2,1
1004,C#CC1C=C2CCC21C,1
1005,O=CC1C=CC2COC12,1
1006,CC#CC(O)CC=O,1
1007,CC(C)(O)c1conn1,1
1008,O=C1CNC2CC2C1O,1
1009,CCCN=C(C)OC,1
1010,CC1OC2CC(CO1)C2,1
1011,CC1C(C)C1C#CCO,1
1012,COC1(C=O)C(C)N1C,1
1013,OC1CC2CC2(C1)OC1,0
1014,CC1(C)C2CC3(CN3)C21,1
1015,C#CC12CC(O)C1(C)O2,1
1016,COCC1C(=O)N1C,1
1017,CC1(CO)C(O)CC1O,1
1018,CN=COC(C)C(C)=O,1
1019,OC1C2CC1C1OC21,1
1020,OC1C2CCC1CC1O2,0
1021,CC(C)CC1CC2OC21,1
1022,CCC1C(CO)C2CC12,1
1023,CN=C1OCC(C)(C)O1,1
1024,CC#CC1(O)C(C)C1,1
1025,O=C1C=C2COC3C1C23,1
1026,CC(C)(C#N)C1COC1,1
1027,OC1CC2CCC12C=O,1
1028,CC1C(=O)N(CC1)C2=O,0
1029,C1=CC2C3CC(C2)C31,1
1030,COC12CC1C(C)CO2,1
1031,CC(=O)CC(=O)CO,1
1032,COC(C=O)C1CC1O,1
1033,O=CC(O)C(=O)C(F)F,1
1034,CC1(C)OC1COC=O,1
1035,C#CC1(C)C2C3CN2C31,1
1036,CCCC1CCC(=O)N1,1
1037,C#CC(C)CC(C)(C)O,1
1038,CC1(C)C2CCC3OC1C32,1
1039,CC1(C#N)C(O)C1C#N,1
1040,COC1(C#N)CCC1=O,1
1041,CC1COC2COC12C,1
1042,CC(C=O)C(O)C#N,1
1043,CC12OC3CC1(O)C2C3,1
1044,COC1(C)C2CC(=O)C21,1
1045,C#CCC1C(O)C(C)O1,1
1046,C1=CC23CCCC12N3,1
1047,O=CCCc1ccno1,1
1048,C#CC1(O)CC1OCC,1
1049,CC(=O)C(=O)C1OCC1,1
1050,O=C1NC(=O)COC1=O,1
1051,COC1(C)CC(=O)C1O,1
1052,CC(=O)N1C2C=CCC12,1
1053,CC1(O)C2OCC2(C1)C2,0
1054,COC1C=C(C#N)NC1,1
1055,CCCC1C(CO)C1C,1
1056,O=CC(=O)C1OC1,1
1057,COC1C(=O)NC1C=O,1
1058,CC(=O)N1CC2(CC2)C1,1
1059,CC12C3CC4NC31C4C2,1
1060,CC1CC1C#CC=O,1
1061,CCC1(O)CC12CC2O,1
1062,OC1C2CC1C1CC2C1,1
1063,OC1C=CC(CO)CC1,1
1064,CC12C=CCCCC1C2,1
1065,C#CCC1(C=O)COC1,1
1066,C#CC#CC1COC1=O,1
1067,CC1C=CC(=O)CC1C,1
1068,CC1CCC2(CC1)CC2,1
1069,CCC1COC(=O)C1,1
1070,CC1CCC1OCC=O,1
1071,C#CCC(C)OCC#N,1
1072,COCC(C)C(C)=O,1
1073,CCC(C)C1OC2CC12,1
1074,O=C1COCC2NC12,1
1075,CCC1OC(=O)C(=O)C1,1
1076,CCCC1C2C(C)C2N1,1
1077,CC12CN1CC1CC1C2,1
1078,CC12C=CC3C4C3C1C42,1
1079,CC12CC(C1)N(C=O)C2,1
1080,COC12CC1C1OC12C,1
1081,C#CC1(O)C2CC1(C)C2,1
1082,OC1CC2CC12CCO,1
1083,CCC(CC=O)C#N,1
1084,CC1=CCCC(C#N)O1,1
1085,O=CC1C2C3CC1N2C3,1
1086,C#CC1C2CC1(C)C2O,1
1087,CC1CC2C(C=O)C12C,1
1088,CCC(O)C(=O)C(C)C,1
1089,C#CC1C=C(C=O)CO1,1
1090,O=CN1CC2CC21CO,1
1091,CN=C1OCC(=O)CC1,1
1092,C#CC12CN1CC2(C)O,1
1093,C1=CC2CC3CCC2O1,0
1094,CC1C(=O)CCC1C,1
1095,C1OC12C1CC3CC1C32,1
1096,C#CC12CCCC1C2,1
1097,CC1=CC(C)C(=O)OC1,1
1098,O=C1C=CC2(C=O)CC12,1
1099,CC1(C)C(O)C1C(C)=O,1
1100,CC#CC1(C#N)NC1,1
1101,C#CC12CC=CCCC12,0
1102,CCC12CCC3CC1C32,1
1103,CC1=CC(C)(C)COC1,1
1104,CC(C)(O)C1OC2CC21,1
1105,CC1(C(=O)CO)CC1O,1
1106,CCN1CC1C(O)C=O,1
1107,C1=C2C3CC4(CC3)C2C41,1
1108,CCC1C=CC(C)C1=O,1
1109,C#CC(=O)C1CC(=O)N1,1
1110,C#CC(CC#N)N1CC1,1
1111,CCC(C)CC#CC#N,1
1112,CC1=C(C)C(=O)NC1C,1
1113,CCC1(C)C(O)CC1O,1
1114,CC#CC(C)(C#N)CC,1
1115,C#CC1CC(C#N)O1,1
1116,CC1CC2C3C=CC12C3,1
1117,CC12CCC(O1)C1OC12,1
1118,C#CC12CC3C(C1)C32O,1
1119,CC#CC1C2CC(=O)N12,1
1120,CCC(C)NC=O,1
1121,CC1C=CC(C=O)O1,1
1122,CCN1CC(C)(C#N)C1,1
1123,O=C1CCC1COC=O,1
1124,C#CCC#CC(C)=O,1
1125,C#CCC1(C#N)CN1,1
1126,O=C1CNCC2(CO2)C1,1
1127,COCC(=O)C(C)=O,1
1128,CC(=O)C1CN1CCO,1
1129,CC(CO)C1OC1C=O,1
1130,CC(CO)CC1COC1,1
1131,C1=CC2C3CN2C3C1C2,0
1132,CNc1cnn(C)c1C,1
1133,CC(C)c1noc(O)c1,1
1134,CC1CC2(CC1O)CC2,1
1135,C#CC1(C)C2OC(=N)C21,1
1136,CC1(C)CC(C)C1=O,1
1137,CCC(=O)NC(=O)N,1
1138,CC12CC1CC21CC1O,1
1139,C#CC12C3CC1C2C3,1
1140,CC#CC1(CC=O)CC1,1
1141,OC1CC12C(O)C1CN12,1
1142,CCN(C=O)C(=O)C=O,1
1143,O=CC12CC1C1OC12,1
1144,CC#CC1CC1OC=O,1
1145,OC1C2CC2C2NC12,1
1146,CC(=O)C#CCCCO,1
1147,C#CC1=C(CO)CCC1,1
1148,OC1CC2C(C=O)C12,1
1149,C#CCC(O)C(C)=O,1
1150,CC(=O)C(=O)C(=O)C=O,1
1151,CC1=CC(C)CC1(C)O,1
1152,OC1C2C3C1C23CO,1
1153,CN1C2C=CC(=O)C1C2,1
1154,CC(=O)C1COC1=N,1
1155,CC1(O)C(O)C1C,1
1156,CC(=O)OCC#CCO,1
1157,C#CC12C3C4C(C31)C42O,1
1158,CC1=CC2C=CC3C2N13,1
1159,CCC1(O)CC(C)O1,1
1160,OC1CCC(O)C2CC12,1
1161,C#CC1OC2CC2C1O,1
1162,CC1C(CO)OC1CCO,1
1163,C1C2C3C4C5OC(C13)C42,0
1164,OC1C2CNCC3C1C32,1
1165,CC1CC2C3CC(C1)C23,1
1166,CCCC1(CC#N)CC1,1
1167,CC(C)COCCCO,1
1168,C#CC1OC1C(C)O,1
1169,CC1=CCCCCO1,1
1170,CC12CC(C1)C1C2O1,1
1171,C#CC1CC12CN1CC12,1
1172,C1=CC2OC3CC2(C1)C3,1
1173,CCC12CC3C(C1O)C32,1
1174,CC(C)c1cnoc1,1
1175,CC1(O)C2CC3C(O)C213,1
1176,CC#CC(C)C1CO1,1
1177,CC#CC1CC1(C)C#N,1
1178,COC12CC(C1=O)N2C,1
1179,OC1C2C=CCC12CO,1
1180,COC1CC12CC(=O)C2,1
1181,C#CC1C(C)C1CC#N,1
1182,C#CCC1CC1CC=O,1
1183,CC1CCC2OCC2C1,1
1184,O=CCOC12CCCC1N2,1
1185,CCC12OC3C4C1N3C2,0
1186,COC12CCCC1(C)O2,1
1187,CCC(O)C(O)CC#N,1
1188,OC1CC1C1COC1=O,1
1189,C1C2CCC4CC1C4C32,0
1190,CCCC1(CC)CC1,1
1191,CC(C)OC1C2COC21,1
1192,CC(C)c1cc(N)n[nH]1,1
1193,CCC12COCC1C2,1
1194,CC1C=CCOC(=O)C1,1
1195,CN=C1C=C(C#N)CC1,1
1196,CC12CC(O)C1(C#N)C2,1
1197,OC1CC2C1CC1OC12,1
1198,CC1(C#N)CCC(=O)O1,1
1199,COC1(C)CCC2OC21,1
1200,CC1CC2C1CC21CC1,1
1201,CC1C(=O)CC(C)C1=O,1
1202,O=CC12CC(C=C3C1C32,0
1203,OC1C2COC1C21CO1,1
1204,OC1CCC2C3CC2C13,1
1205,CC(C)C1OC(=O)C1O,1
1206,CC#CC1CC(CO)C1,1
1207,CCN(C)C(=O)C(N)=O,1
1208,OC1C2OC3C4C1N4C32,1
1209,O=C1NCC=CC1CO,1
1210,C#CC1C(C)C(=O)C1,1
1211,COCCCOC1CC1,1
1212,CC1CC(=O)C2CC1O2,1
1213,OC1C2CC(C1)OC2,1
1214,COC1C2C(=O)C2C1O,1
1215,C1=CCC=CC2(CC2)C1,1
1216,C#CC1(CO)CC(C)C1,1
1217,CCOCCC(C)C,1
1218,OC1CC(O)C1C1OC1,1
1219,O=CC1=CCC2CCC12,1
1220,CC1=CC(=O)NC(=O)C1,1
1221,OC1CC=C2CCC12O,1
1222,C#CC#CC(CO)NC,1
1223,COCC(C)(C#N)CO,1
1224,CNc1occ(C=O)n1,1
1225,COC1C(C#N)CO1,1
1226,O=C1CC(O)CC1C=O,1
1227,C#CCC(=O)C#CC,1
1228,CN1C(=O)C2(C)CC12O,1
1229,C#CC12CC1(C#N)CC2,1
1230,C#CC(C)C1OC1C,1
1231,CC1CC=C1OCC=O,1
1232,CCC1OC2CC(C1)C2,1
1233,CC1CCC2CC2CC1,1
1234,C#CC#CC1CC2CC12,1
1235,CC1=CC2(CC3O)CN1C32,1
1236,C1=C2COC2CCC1,1
1237,CC1CC1C1(CO)CN1,1
1238,C1=C2CCC3COC3C12,1
1239,OC1CC2CC(O)C12,1
1240,CC(C)C12CCC1CO2,1
1241,O=C1C=CC2CC(C1)O2,1
1242,C1=CC23CC4CC(C1)C24,0
1243,CC#CC1CC(C)O1,1
1244,C1=CC23OC2(C3C3)C1O,0
1245,OC1C2C=CCC12CO,1
1246,CC1C=C(CO)CC1=O,1
1247,CC1C=CC2C(C=O)N12,1
1248,CC1(C)CC(C=O)C1,1
1249,C#CC12OC1C1(C)CC12,1
1250,C#CC(O)C1OCC1O,1
1251,O=C1C2CN1C1CCC12,1
1252,CC(=O)C12CC(O)C1N2,1
1253,O=C1NC2C3CC3C12O,1
1254,CC1CC(C=O)C2OC12,1
1255,CC1=CC2C(C)OC(C1)C2,1
1256,C1CC2(C3CN3)CC12,1
1257,O=C1C2CC(O)CC12O,1
1258,CCC12CC1COC=N2,1
1259,CC1(C)OC2C(O)CC12,1
1260,COCC1CC(=O)O1,1
1261,C1=CC2C3CN4C1C2N34,1
1262,CN1CC2CC3CC13O2,1
1263,CC1CCC2C(O)CO1,0
1264,COC1CC2CC1O2,1
1265,CC12CC(O1)OC2CO,1
1266,C#CC1OC1C(C)C#N,1
1267,C1OCCC1CO1,0
1268,CC1C2C3C4C3N2C4C13,0
1269,C1CC2C3CC2(C1)C3,1
1270,OC1CC2C3C1CC23O,1
1271,CCC1(CCO)CC1O,1
1272,CC12CC1(C)C1(C)CN12,1
1273,CCC1CC2C(O)C2O1,1
1274,CC1(C)C(=O)C=CC1O,1
1275,COCC(C=O)C(C)C,1
1276,CC12COC1C1CC12O,1
1277,O=C1CC(CO)OC1,1
1278,C1CC12C1CN3C2C31,1
1279,CC1=CC(C)C(=O)N1C,1
1280,C#CC(CC)CCCO,1
1281,CNC(=O)C(=O)C(C)O,1
1282,C1OCC2CC(CO1)C2,1
1283,O=CC1(CO)CNC1,1
1284,OC1C2C3CC2C2C1N32,1
1285,C#CC(C=O)N(C)C=O,1
1286,C#CC(C#C)COC=O,1
1287,CC1CCC=CCO1,1
1288,C#CC1C2C3NC(=O)C12,0
1289,CN1C2CC(C=O)OC21,1
1290,COC(C)C(O)C1CC1,1
1291,CC12OC3C1CC32O,1
1292,CCC1C(CO)C2CN12,1
1293,CC(C)c1coc(C)n1,1
1294,O=CC12OC1C1CCC12,1
1295,CN1CCC1C1CCC1,1
1296,CC(C)OC(=O)CC,1
1297,CC12C=CC(C=O)C1N2,1
1298,OC1CC2(CC3)CC2C1,0
1299,OC1CC2CC3(CN2)C13,0
1300,C1CC23CC4C2CC1C3,0
1301,CC1OC12CC(CO)C2,1
1302,C#CC1(O)C2CC3C2C31,1
1303,OC1CCC12CNC2,1
1304,C#CC1OC1CCC#N,1
1305,OC1C2C3C1C1CC12O3,1
1306,COC1(C=O)CC(=O)C1,1
1307,CNC(=O)C(C)(O)CO,1
1308,CCC1C(C)C1(C)C#N,1
1309,COC1CC(C)(C)C1O,1
1310,C#CC1CCC12CCO2,1
1311,CC#CCC(=O)N1CC1,1
1312,CCCC1(CO)CC1,1
1313,CC(=O)C1(C#N)NC1C,1
1314,CCCC#CC(C)C,1
1315,O=CC1(O)CCOC1=O,1
1316,CC1=CC(C)CC2CC12,1
1317,O=C1CC2(CO2)CC1O,1
1318,C#CC1=CC2(CO2)C1,1
1319,OC1COCCOC1=O,1
1320,CCCCC(C)C1CC1,1
1321,C#CC1(C(=O)C=O)CC1,1
1322,CC1CC(CO)OC1=O,1
1323,CC1=CCC2OCC12O,1
1324,CC1CC2OC3C1CC23,1
1325,CC1CC1(C)C#CC=O,1
1326,CC1(C(=O)CO)OC1,1
1327,OC1C2CC1OC1CC12,1
1328,C#CC12CC(O)C(C1)O2,1
1329,CC12CC(C)(C1)C(=O)N2,1
1330,OC1C2CC3OC2C3O1,1
1331,O=C1CC=CCC1,1
1332,CC(C)OC(=O)C1CC1,1
1333,C#CCCC(=O)NC=O,1
1334,CC1C2C3C1C1(C)CC23,0
1335,OC1C2C3C1C1CC3C12,1
1336,C1=CC2OC12COC2,0
1337,O=C1C2COC3CC3N12,1
1338,CNc1ncc(C)o1,1
1339,CN1CC2(C=O)CC1O2,1
1340,COC(C)C1OC1C,1
1341,O=C1CCOC1CC1,0
1342,OC1CCC12CCOC2,1
1343,CCC1(CO)CC(=O)N1,1
1344,C#CCC#CCC#N,1
1345,CC1(C)OC1COC1=N,0
1346,CC(=O)C(CO)C#N,1
1347,CC#CC(C)OC(N)=O,1
1348,O=C1C=CC(CO)CN1,1
1349,CC(C)c1ncnc1N,0
1350,O=C1C2OC3C2OC3C1,1
1351,CCN=C1CC(=O)N1,1
1352,C1CC2(CO3)OCCO1,0
1353,CC(=O)C1=CCC(=O)N1,1
1354,CC(=O)OCC(C)C=O,1
1355,CN1C2CCCC2(C)O1,1
1356,C#CC(C)OCCO,1
1357,C#CCCC(=O)CCO,1
1358,C#CC1C2CCCC1O2,1
1359,C#CC#CC12CN(C1)C2,1
1360,CC12C3C(=O)CC1CC32,1
1361,COC1CC(=O)N1C=O,1
1362,C#CC1(O)CC1CO,1
1363,CC12C=CCC(O1)C2=O,1
1364,CC12C3CN4C1C2C43O,1
1365,CC(=O)C12CC3(CO1)C32,0
1366,C#CC1CC2OC2C1C,1
1367,CC(C)C1(CCO)CC1,1
1368,O=C1C=CCOC1CC1,0
1369,CN1CC12CC(=O)CO2,1
1370,CCC12CC1C1CC2O1,1
1371,CC1C=CC2OC2(C)C1,1
1372,O=CC(O)CC1CC1,1
1373,CC1CC(=O)C(=O)C1O,1
1374,CCC(C#N)C(=O)C#N,1
1375,CNc1ccc(=O)[nH]c1,1
1376,C#CC(C#C)(CO)CO,1
1377,C#CC12CCC1C(C)C2,1
1378,CC1C(=O)C=CC1O,1
1379,O=CNC12CCC1CO2,1
1380,C1CC1C12CC3CC1C32,1
1381,OC1C=CC(CNC1=O)N2,0
1382,COC1CC=CCC1=O,1
1383,CC12CC(C)(C1)C2(C)O,1
1384,CN1C2CC3C(O)CC23,0
1385,O=C1NCCC2CC1C2,1
1386,COCCC1(C)COC1,1
1387,OC1COCC1C1CC1,1
1388,C#CC12CNC1C1CC12,1
1389,CC(=O)N(C)C(C)=O,1
1390,O=C1CCCC12CCO2,1
1391,C1=CC23CC2(C1)C3C,1
1392,C#CCC(C)CC1CC1,1
1393,C#CCC1(C)CN1C,1
1394,CCC#CC#CC(C)=O,1
1395,O=C1NCC2CC12O,1
1396,CC12C3CN1C2(CO)C3,1
1397,C#CC1C(C)C1(C)O,1
1398,O=C1CC(CO)CCO1,1
1399,COC1(C#N)CC1O,1
1400,CCCC1CCCC1=O,1
1401,COC1(C)CC(C)OC1,1
1402,O=C1CC=CCOCO1,1
1403,O=C1C2CC1C1CC1C2,1
1404,CC1=CC(C=O)CC1,1
1405,CC1CC1C(=O)CO,1
1406,CC1=CC(C)C(C#N)C1,1
1407,O=CN1CCCC1,1
1408,C1OC2C1CC21COC1,1
1409,CC12OCC(=O)CC1C2,1
1410,CC12CCCC1(C=O)C2,1
1411,CC1CCC(=O)C(O)C1,1
1412,OC1C2C=CC1C1CC21,1
1413,CCC1OCC2OC12C,1
1414,C#CC1=CC(C)COC1,1
1415,CC1=CC(C)CC(C)C1,1
1416,O=C1CCC2(CO2)C1,1
