idx,smiles_raw,valid,smiles_canon
1255,OC1CC2C(O)C(O)C12,1,OC1CC2C(O)C(O)C12
1256,CC1C2C3C=CC(O2)C13,1,CC1C2OC3C=CC2C31
1257,CC1CC2CC(C)OC12,1,CC1CC2CC(C)C2O1
1258,CC1=CC(C)CCC1=O,1,CC1=CC(C)CCC1=O
1259,C1CC2(C1)OCCC2C,1,CC1CCOC12CCC2
1260,CN=C1OCC1C1CC1,1,CN=C1OCC1C1CC1
1261,CN1C2CC=CC(=O)C21,1,CN1C2CC=CC(=O)C21
1262,C#CC(C#C)OC(C)C,1,C#CC(C#C)OC(C)C
1263,O=C1CC2(CO2)C2NC12,1,O=C1CC2(CO2)C2NC12
1264,CC1(C)CC2C(O)C2O1,1,CC1(C)CC2C(O)C2O1
1265,CCNc1cc(C)co1,1,CCNc1cc(C)co1
1266,CC(CO)C(C)C(C)O,1,CC(O)C(C)C(C)CO
1267,COCCN1CC(=O)C1,1,COCCN1CC(=O)C1
1268,C#CC12CC(C#N)C1O2,1,C#CC12CC(C#N)C1O2
1269,CC12CC1C(=O)CCC2,1,CC12CCCC(=O)C1C2
1270,OC1CC(O)C2(CC1)O2,0,
1271,COCC#CC1CC1,1,COCC#CC1CC1
1272,O=C1COCCCO1,1,O=C1COCCCO1
1273,O=C1C=C(CCO)CC1,1,O=C1C=C(CCO)CC1
1274,CN1C2C(=O)N(C)C12C,1,CN1C(=O)C2N(C)C21C
1275,CC12CC(O)C(C1=O)N2,1,CC12CC(O)C(N1)C2=O
1276,CC1C2CCC2CCO1,1,CC1OCCC2CCC21
1277,COC12C3C(C1O)C32C,1,COC12C(O)C3C1C32C
1278,CC(=O)CC(=O)CC=O,1,CC(=O)CC(=O)CC=O
1279,CNC1=NC(CO)CO1,1,CNC1=NC(CO)CO1
1280,CC#CCC(C#N)C#N,1,CC#CCC(C#N)C#N
1281,CCC1CC=CCC=O,0,
1282,CC1=CC2CC2(C)OC1,1,CC1=CC2CC2(C)OC1
1283,CCN=C1C=C(C)CO1,1,CCN=C1C=C(C)CO1
1284,CC1(C)CNC(=O)C1,1,CC1(C)CNC(=O)C1
1285,CC1CC2OC(=O)CC12,1,CC1CC2OC(=O)CC12
1286,CCC12CC(C1)C2O,1,CCC12CC(C1)C2O
1287,C1=C2CC3CC(C1)OC23,1,C1=C2CC3CC(C1)OC23
1288,C#CC1OCC2(C)CC12,1,C#CC1OCC2(C)CC12
1289,CC(C)CCC1CCC1,1,CC(C)CCC1CCC1
1290,CC12CC(C)C3OCC1C32,1,CC1CC2(C)C3COC1C32
1291,CNC(=O)CC(=O)C#N,1,CNC(=O)CC(=O)C#N
1292,O=C1NCCC2CC1O2,1,O=C1NCCC2CC1O2
1293,CC1CCCC(=O)CC1,1,CC1CCCC(=O)CC1
1294,C1CC2(CC2)C2CC2C1,1,C1CC2CC2C2(C1)CC2
1295,OC1C2C3C(C1)OC2C3,1,OC1CC2OC3CC2C13
1296,C#CC12OC1C1CC12C,1,C#CC12OC1C1CC12C
1297,O=C1NC2C3C=CC1C32,1,O=C1NC2C3C=CC1C32
1298,O=CN1C2CC(=O)C12O,1,O=CN1C2CC(=O)C21O
1299,CCC(C)NC(C)=O,1,CCC(C)NC(C)=O
1300,O=C1C=C(CC=O)CC1,1,O=CCC1=CC(=O)CC1
1301,CCC12C3C=CC1(O)C32,1,CCC12C3C=CC1(O)C32
1302,CC(C)(C)C#CCO,1,CC(C)(C)C#CCO
1303,CC1(C)CC2C3CC3N12,1,CC1(C)CC2C3CC3N21
1304,CCCNC(=O)C#N,1,CCCNC(=O)C#N
1305,COCC(=O)NCC=O,1,COCC(=O)NCC=O
1306,CCC(CC#N)C#N,1,CCC(C#N)CC#N
1307,O=CNC(=O)N1CC1,1,O=CNC(=O)N1CC1
1308,COC1C(C)C1(O)C#N,1,COC1C(C)C1(O)C#N
1309,C#CC1OC2C3CN3C12,1,C#CC1OC2C3CN3C12
1310,CC12CN3C(C#N)C1C32,1,CC12CN3C(C#N)C1C32
1311,COC1C2C3CC3C12,1,COC1C2C3CC3C12
1312,CC12C3CC1N(C)C3C2,1,CN1C2CC3(C)C2CC13
1313,O=C1C2CC3OCC3N12,1,O=C1C2CC3OCC3N12
1314,CC1C=CCCC(C)C1,1,CC1C=CCCC(C)C1
1315,C1CC23CN=CN1C2C3,1,C1=NCC23CCN1C2C3
1316,C1OC2CC2C12CC1O2,0,
1317,CNc1cc(CO)on1,1,CNc1cc(CO)on1
1318,COC1CC=CC(=O)O1,1,COC1CC=CC(=O)O1
1319,CC1(C)OC2C(C)C2O1,1,CC1C2OC(C)(C)OC12
1320,OC1COC12CC1CC12,1,OC1COC12CC1CC12
1321,C1CC2CC13C1CC1C32,1,C1CC23CC1C2C1CC13
1322,CC(C=O)NC(=O)C#N,1,CC(C=O)NC(=O)C#N
1323,COC(C)C1CC(C)C1,1,COC(C)C1CC(C)C1
1324,COC1(C=O)CC1(C)O,1,COC1(C=O)CC1(C)O
1325,O=C1CC2CC2C1O,1,O=C1CC2CC2C1O
1326,CC(C=O)OCCCO,1,CC(C=O)OCCCO
1327,COC1C=C(C)C2CC12,1,COC1C=C(C)C2CC12
1328,O=CCC1(C2CC2)OC1,1,O=CCC1(C2CC2)CO1
1329,CC1CC12CC1COC12,1,CC1CC12CC1COC12
1330,CNC(=O)OCC=O,1,CNC(=O)OCC=O
1331,CC12CNC1(C)CN2C,1,CN1CC2(C)NCC12C
1332,CC1=CC(C)C1(O)CO,1,CC1=CC(C)C1(O)CO
1333,CN1CC1(O)C1CCC1,1,CN1CC1(O)C1CCC1
1334,O=C1CC(CO)C2OC12,1,O=C1CC(CO)C2OC12
1335,COC1C2C3CC2(C)C13,1,COC1C2C3CC2(C)C31
1336,CC1COC2CC12C=O,1,CC1COC2CC12C=O
1337,C#CC(O)C(C)(C)O,1,C#CC(O)C(C)(C)O
1338,OC1CC2C3CC3C12O,1,OC1CC2C3CC3C12O
1339,CC12CC(C1)C21CC1,1,CC12CC(C1)C21CC1
1340,CC1CC(CO)C(C)C1,1,CC1CC(C)C(CO)C1
1341,CC1(C)OC2CC3C(C3)C12,1,CC1(C)OC2CC3CC3C21
1342,CCC1C(=O)CCC1O,1,CCC1C(=O)CCC1O
1343,C#CC1(C#N)CCC1O,1,C#CC1(C#N)CCC1O
1344,C#CC1C(=O)C(=O)C1,1,C#CC1CC(=O)C1=O
1345,CC(C#N)(C=O)C(C)O,1,CC(O)C(C)(C#N)C=O
1346,O=C1CC=CCC2CN12,1,O=C1CC=CCC2CN12
1347,CC1(O)C2C3CC3C21C,1,CC1(O)C2C3CC3C21C
1348,C#CCC1CCC(=O)O1,1,C#CCC1CCC(=O)O1
1349,CC1C(=O)C(O)C12CO2,1,CC1C(=O)C(O)C12CO2
1350,O=CN1CC2COC2=N1,1,O=CN1CC2COC2=N1
1351,C1CCC2OC1C1CC21,1,C1CC2OC(C1)C1CC21
1352,C1CC2C3OC4(CC3)C14,0,
1353,OC1C2OC3CC(O3)C12,1,OC1C2OC3CC(O3)C12
1354,CC12CC(CO1)C1NC12,1,CC12CC(CO1)C1NC12
1355,C#CC#CCCC(C)=O,1,C#CC#CCCC(C)=O
1356,CC(=O)C#CC1(C)CO1,1,CC(=O)C#CC1(C)CO1
1357,CCN(C)C(=O)N(C)C,1,CCN(C)C(=O)N(C)C
1358,C#CC(O)CC1COC1,1,C#CC(O)CC1COC1
1359,CNC(=O)OCCCO,1,CNC(=O)OCCCO
1360,CC1(O)C(=O)C2CCC21,1,CC1(O)C(=O)C2CCC21
1361,C1CC2C1C1C3C2C13O,1,OC12C3C4CCC4C1C32
1362,C#CCC(C)(C)C#N,1,C#CCC(C)(C)C#N
1363,CCC(O)CC1CC1O,1,CCC(O)CC1CC1O
1364,CC1CC(C)(C#N)O1,1,CC1CC(C)(C#N)O1
1365,O=C1NC(=O)C(CO)C1,1,O=C1CC(CO)C(=O)N1
1366,CC(=O)C(=O)NCCO,1,CC(=O)C(=O)NCCO
1367,O=CCC1=CCCCC1,1,O=CCC1=CCCCC1
1368,O=CNC1CC1C1CN1,1,O=CNC1CC1C1CN1
1369,COC1COC(=O)C1O,1,COC1COC(=O)C1O
1370,COC1CC2(C)CC1C2,1,COC1CC2(C)CC1C2
1371,C1=CC2C3C4C1N3C24,1,C1=CC2C3C4C1C3N24
1372,CC(C)C#CC1CC1,1,CC(C)C#CC1CC1
1373,CC1C2CC(C1=O)C2,1,CC1C(=O)C2CC1C2
1374,O=C1CCC2NC1C2O,1,O=C1CCC2NC1C2O
1375,CN1C2CN3C1C23C#N,1,CN1C2CN3C1C23C#N
1376,CC12CCC1OC2C=O,1,CC12CCC1OC2C=O
1377,CN=C(C)N=COC,1,CN=C(C)N=COC
1378,CN1CC1C(O)CO,1,CN1CC1C(O)CO
1379,CC1CCC12COC2,1,CC1CCC12COC2
1380,CC12OCC(C1)OC=N2,1,CC12CC(CO1)OC=N2
1381,C#CC(=O)C1OC2CC12,1,C#CC(=O)C1OC2CC21
1382,O=C1CN2CC(C1)C2=O,1,O=C1CC2CN(C1)C2=O
1383,C1=CC2OC3CC(C2)C13,1,C1=CC2C3CC1OC2C3
1384,CC#CC1(C)COC1=O,1,CC#CC1(C)COC1=O
1385,N#CC1=CCCC1CO,1,N#CC1=CCCC1CO
1386,CC12OCCC1(C)C2O,1,CC12CCOC1(C)C2O
1387,CCOC1CCOC=N1,1,CCOC1CCOC=N1
1388,C#CCC1(C)CC(=O)O1,1,C#CCC1(C)CC(=O)O1
1389,C1OCCC1NC1CC1,1,C1CC(NC2CC2)CO1
1390,CC(=O)C(C)CCC,1,CCCC(C)C(C)=O
1391,OC1C(O)C(O)C12CO2,1,OC1C(O)C2(CO2)C1O
1392,C#CC(C)CC1CC1,1,C#CC(C)CC1CC1
1393,CCOCCC1(C)CO1,1,CCOCCC1(C)CO1
1394,CC1CC2CC1C1CC12,1,CC1CC2CC1C1CC21
1395,OC1CCC1C1CC1,1,OC1CCC1C1CC1
1396,CC1(C)C(=O)C1CCO,1,CC1(C)C(=O)C1CCO
1397,C#CC1(C2CO2)CN1,1,C#CC1(C2CO2)CN1
1398,COCC(C)(C)C#N,1,COCC(C)(C)C#N
1399,CC1C2CC(CC1)C2,1,CC1CCC2CC1C2
1400,OC1C2OCC3CC1C32,1,OC1C2CC3COC1C32
1401,CC1C(C)CC2CC2N1,1,CC1CC2CC2NC1C
1402,C1CC2C3C4C1N4C23,1,C1CC2C3C4C1C4N23
1403,C1=CC2COC2CO1,1,C1=CC2COC2CO1
1404,CC1=CCCC(=O)O1,1,CC1=CCCC(=O)O1
1405,CC1=CC2OC2(C)CO1,1,CC1=CC2OC2(C)CO1
1406,O=CNC12COCC1C2,1,O=CNC12COCC1C2
1407,CNc1c[nH]c(C=O)n1,1,CNc1c[nH]c(C=O)n1
1408,CC1CC1OC1CC1C,1,CC1CC1OC1CC1C
1409,CN1CC(=O)N1C,1,CN1CC(=O)N1C
1410,O=C1C2CCC1N2,1,O=C1C2CCC1N2
1411,O=CC1CC2CC1O2,1,O=CC1CC2CC1O2
1412,C1=C2COCCC12N1C3,0,
1413,C#CC1CC(C#N)N1C,1,C#CC1CC(C#N)N1C
1414,CC1CC(=O)CC1C=O,1,CC1CC(=O)CC1C=O
1415,C#CC1CCC(C)=O,0,
1416,CC12OC3C(=O)N1CC32,1,CC12OC3C(=O)N1CC32
1417,CC(C)CC1(C)COC1,1,CC(C)CC1(C)COC1
1418,CC(C)(O)C1(C)CC1O,1,CC(C)(O)C1(C)CC1O
1419,C1CC2(CC3)CCC12O,0,
1420,CC1C(=O)C2C3NC21C,0,
1421,CCC1CC(C)C(=O)N1,1,CCC1CC(C)C(=O)N1
1422,O=C1CC=CC2(CO2)C1,1,O=C1CC=CC2(CO2)C1
1423,OC1CC2(CCC2)CO1,1,OC1CC2(CCC2)CO1
1424,C#CC12CC(CC1=O)N2,1,C#CC12CC(CC1=O)N2
1425,CCC#CCC#CCO,1,CCC#CCC#CCO
1426,CC(C#N)NC(=O)C=O,1,CC(C#N)NC(=O)C=O
1427,CC1CC(C)(C)C1CO,1,CC1CC(C)(C)C1CO
1428,C#CC(C)C1(C)CCC1,1,C#CC(C)C1(C)CCC1
1429,CNc1nocc1C#N,1,CNc1nocc1C#N
1430,C1=CCC2CC1OCC2,1,C1=CC2CC(C1)CCO2
1431,CC1C2OC3CN(C)C13,0,
1432,OC1C2CC(C=O)C1C2,1,O=CC1CC2CC1C2O
1433,CC1CC(CC2OC2)C1,1,CC1CC(CC2CO2)C1
1434,CC(=O)C1(CO)COC1,1,CC(=O)C1(CO)COC1
1435,C#CCC(C)OC=N,1,C#CCC(C)OC=N
1436,COC(C)C1(C)CC1,1,COC(C)C1(C)CC1
1437,CCC(O)CC1CC1O,1,CCC(O)CC1CC1O
1438,OC1CCC2OC1C2O,1,OC1CCC2OC1C2O
1439,CC(C)OC1COC1=O,1,CC(C)OC1COC1=O
1440,CC(=O)CC12CCC1O2,1,CC(=O)CC12CCC1O2
1441,OC1CC2(CC2)C2CC12,1,OC1CC2(CC2)C2CC12
1442,CCC1C2C=CC(CO2)C1,1,CCC1CC2C=CC1OC2
1443,CC#CCC#CCC#N,1,CC#CCC#CCC#N
1444,COCC(C#N)NC=O,1,COCC(C#N)NC=O
1445,OC1C2CC3C4C1C3C24,1,OC1C2CC3C4C1C3C24
1446,CCC1CC12C(C)OC2,1,CCC1CC12COC2C
1447,CC12CC(O)C(=O)N1C2,1,CC12CC(O)C(=O)N1C2
1448,C#CCC1(C)OC1C=O,1,C#CCC1(C)OC1C=O
1449,CC12CCC1C1OC12C,1,CC12CCC1C1OC12C
1450,COC1C2C3CC1N3C2,1,COC1C2CN3C2CC13
1451,C#CC1(C2CO2)CNC1,1,C#CC1(C2CO2)CNC1
1452,CN=C(N)C(C#N)CC,1,CCC(C#N)C(N)=NC
1453,CC1C2CC1(CO)C2C,1,CC1C2CC1(CO)C2C
1454,COC1CC12CNC2=O,1,COC1CC12CNC2=O
1455,CN1C2CCC(=O)CC21,1,CN1C2CCC(=O)CC21
1456,OC1C2CC1OCC2C3,0,
1457,CN=COC(C#N)C#N,1,CN=COC(C#N)C#N
1458,CC1=CC(=O)NC1C,1,CC1=CC(=O)NC1C
1459,CCC1C=C(C)CC1O,1,CCC1C=C(C)CC1O
1460,CNCC12CC(=O)N1C2,1,CNCC12CC(=O)N1C2
1461,COCC1(C)OC1CC,1,CCC1OC1(C)COC
1462,C1=CC2CCCC3C1C23,1,C1=CC2C3CCCC1C23
1463,CC1CCCCOC1=O,1,CC1CCCCOC1=O
1464,C#CC(O)C#CCCO,1,C#CC(O)C#CCCO
1465,C1OC2C1C1CCC2O1,1,C1CC2OC1C1COC21
1466,OC1C2CC3OC1C2C3,1,OC1C2CC3CC2C1O3
1467,O=C1C=C2CC3CC1N23,1,O=C1C=C2CC3CC1N23
1468,C1C2C3C4OC3C1N42,1,C1C2C3OC4C3C1N24
1469,CC(=O)C1CN=COC1,1,CC(=O)C1CN=COC1
1470,CC1(O)CC1C1CCC1,1,CC1(O)CC1C1CCC1
1471,C#CC1COC12CC2,1,C#CC1COC12CC2
1472,CCC(C)(CO)CO,1,CCC(C)(CO)CO
1473,C#CC1C(C)OC1(C)C,1,C#CC1C(C)OC1(C)C
1474,O=C1COC12CCC2,1,O=C1COC12CCC2
1475,C1C2CC2C2OC1CC2,1,C1CC2OC1CC1CC12
1476,C#CC12COC1(C)C2C,1,C#CC12COC1(C)C2C
1477,CC#CC1C(C#N)C2N1,0,
1478,CNc1cc(C)c(C)o1,1,CNc1cc(C)c(C)o1
1479,CC(C)(O)C(C)(C)CO,1,CC(C)(O)C(C)(C)CO
1480,C1C2COC1C1NC12,1,C1OC2CC1C1NC21
1481,C#CC1(CO)OCCO1,1,C#CC1(CO)OCCO1
1482,OC1CCC1C1(O)CC1,1,OC1CCC1C1(O)CC1
1483,C#CC(O)C(O)C#N,1,C#CC(O)C(O)C#N
1484,CNCC1OCC1C#N,1,CNCC1OCC1C#N
1485,C1=CC(C2CO3)CC12C3,1,C1=CC23COCC2C1C3
1486,C#CC(CC)N1CC1,1,C#CC(CC)N1CC1
1487,OC1C2CCCC12O,1,OC1C2CCCC12O
1488,C1CC2CC1C1C2OC12,0,
1489,CC1CC2OC(=O)CC12,1,CC1CC2OC(=O)CC12
1490,CC12C3C4C(N41)C32C#N,1,CC12C3C4C(N41)C32C#N
1491,OC1C2CC1(O)C21CO1,1,OC1C2CC1(O)C21CO1
1492,CC(=O)C1C(O)C1C,1,CC(=O)C1C(C)C1O
1493,CC1(C)CCCCCO1,1,CC1(C)CCCCCO1
1494,CCN1CC1C(C)C#N,1,CCN1CC1C(C)C#N
1495,C#CC(O)C(O)C1CO1,1,C#CC(O)C(O)C1CO1
1496,CC1(C2C=O)CC2C)CO1,0,
1497,COCC1OC1C1CC1,1,COCC1OC1C1CC1
1498,CC1(C)CC2C(C)C12O,1,CC1C2CC(C)(C)C12O
1499,CC(=O)N(C)C1CC1,1,CC(=O)N(C)C1CC1
1500,O=C1NCCC1C1OC1,1,O=C1NCCC1C1CO1
1501,OC1CCCCC1,1,OC1CCCCC1
1502,COC12C3CC1C(O)C32,1,COC12C3CC1C2C3O
1503,O=CC1C2CCCC2O1,1,O=CC1OC2CCCC12
1504,CC1C2C(O)C1C21CC1,1,CC1C2C(O)C1C21CC1
1505,O=C1CC=C2CN3C1C23,1,O=C1CC=C2CN3C1C23
1506,CC(C)(CCO)N1CC1,1,CC(C)(CCO)N1CC1
1507,CC1C=CCC1(C#N)=O,0,
1508,OC1C(O)C2(CO)CC12,1,OCC12CC1C(O)C2O
1509,CC(C)C(=O)C#CC=O,1,CC(C)C(=O)C#CC=O
1510,CC1(CO)CC(=O)CN1,1,CC1(CO)CC(=O)CN1
1511,C#CC(C#C)C(C)O,1,C#CC(C#C)C(C)O
1512,CC#CC1(O)CCC1C,1,CC#CC1(O)CCC1C
1513,C#CC(C)C1(C#N)CN1,1,C#CC(C)C1(C#N)CN1
1514,CC12C3OC4C1N2C43C,1,CC12C3OC1C1(C)C3N21
1515,CC(C)C(C)=NO,1,CC(=NO)C(C)C
1516,CC1CC(C=O)CC1C,1,CC1CC(C=O)CC1C
1517,O=C1NC=CC12CCO2,1,O=C1NC=CC12CCO2
1518,CNC(=O)C1(CO)CN1,1,CNC(=O)C1(CO)CN1
1519,C#CC1=CC(=O)CC1O,1,C#CC1=CC(=O)CC1O
1520,COC(C)C(C#N)C#N,1,COC(C)C(C#N)C#N
1521,CC(=O)N(C=O)C=O,1,CC(=O)N(C=O)C=O
1522,C#CC12CC1C1CC12C,1,C#CC12CC1C1CC12C
1523,C1=CCC(C2CC2)CN1,1,C1=CNCC(C2CC2)C1
1524,CN1C2CC3C2CC31C,1,CN1C2CC3C2CC31C
1525,CC1(C2CC2)CC1,1,CC1(C2CC2)CC1
1526,O=C1NCC12CCOC2,1,O=C1NCC12CCOC2
1527,CC1(C)OC1COC=O,1,CC1(C)OC1COC=O
1528,CC12OC3CC4C(C31)N42,1,CC12OC3CC4C(C31)N42
1529,CNC(=O)C1CC2NC21,1,CNC(=O)C1CC2NC21
1530,CCCC1CC1(O)C=O,1,CCCC1CC1(O)C=O
1531,O=CNCC1CCCC1,1,O=CNCC1CCCC1
1532,O=C1NC2CC1OCC2,1,O=C1NC2CCOC1C2
1533,CN=C(N)NC(=O)C#N,1,CN=C(N)NC(=O)C#N
1534,CC1C=CC2(C)CC1C2,1,CC1C=CC2(C)CC1C2
1535,CC12C3C4C1C3C(O)C24,1,CC12C3C(O)C4C1C3C42
1536,COC1CC2COC1C2,1,COC1CC2COC1C2
1537,CC1C2CC2(C)C1C#N,1,CC1C(C#N)C2(C)CC12
1538,OC1COC2CC2C1C,1,CC1C(O)COC2CC21
1539,COC1(C)C(O)C1(C)O,1,COC1(C)C(O)C1(C)O
1540,C#CCCCC1(C)CC1,1,C#CCCCC1(C)CC1
1541,CC1CC1(C)C(C)O,1,CC(O)C1(C)CC1C
1542,O=CC1C2OC2CC1CO,1,O=CC1C(CO)CC2OC21
1543,C#CC1C(C#N)C2CN12,1,C#CC1C(C#N)C2CN12
1544,CC1CCC2CC(C2)C1,1,CC1CCC2CC(C1)C2
1545,COCC12CN1CC2=O,1,COCC12CN1CC2=O
1546,CCN1CC1C#CCO,1,CCN1CC1C#CCO
1547,O=CCC1C=CC(=O)C1,1,O=CCC1C=CC(=O)C1
1548,CN=C1CC2OC1C2O,1,CN=C1CC2OC1C2O
1549,CC1(C2CN2)CC1O,1,CC1(C2CN2)CC1O
1550,CC12CC3OC1CC32,1,CC12CC3OC1CC32
1551,CC(=O)OCC1(C)CC1,1,CC(=O)OCC1(C)CC1
1552,COC(C)C(O)CO,1,COC(C)C(O)CO
1553,CCC(O)CCC=O,1,CCC(O)CCC=O
1554,C1C2C1C1CC3C1N3C2,1,C1C2CN3C4CC(C12)C43
1555,O=CC1(C2CO2)CO1,1,O=CC1(C2CO2)CO1
1556,C1COCC2C(CO2)C1,1,C1COCC2OCC2C1
1557,C1C2CC3CC2(CO3)O1,1,C1OC23COC(CC12)C3
1558,C1=Cc2ccc(C)c21,0,
1559,C#CC1C(CO)C1C=O,1,C#CC1C(C=O)C1CO
1560,COC(C)c1ncno1,1,COC(C)c1ncno1
1561,C#CCC1CC(C#N)C1,1,C#CCC1CC(C#N)C1
1562,C#CC1CC(C#N)O1,1,C#CC1CC(C#N)O1
1563,OC1C2C3C4CN1C4C23,1,OC1C2C3C4CN1C4C32
1564,COC1(C)CC1(C)C,1,COC1(C)CC1(C)C
1565,C1CC2C1C1C2CC12,0,
1566,COCC(C#N)C(C)C,1,COCC(C#N)C(C)C
1567,CC1=CC(=O)C(=O)CO1,1,CC1=CC(=O)C(=O)CO1
1568,CN1C2C(=O)C1C1NC12,1,CN1C2C(=O)C1C1NC12
1569,OC1CC1C1(O)CNC1,1,OC1CC1C1(O)CNC1
1570,C1=C2C3C(OC41)CC32,0,
1571,C#CC1(C#N)CC1O,1,C#CC1(C#N)CC1O
1572,O=C1CC2OC2C12CC2,1,O=C1CC2OC2C12CC2
1573,O=C1C2CC23COC13,1,O=C1C2CC23COC13
1574,CC(C)c1ncno1,1,CC(C)c1ncno1
1575,OC1C(O)C1C1CCO1,1,OC1C(O)C1C1CCO1
1576,CC(=O)C(C=O)CC=O,1,CC(=O)C(C=O)CC=O
1577,CC1(C2CC3)CC2OC13,1,CC12CC3OC1CCC32
1578,COCC12CC1CCO2,1,COCC12CC1CCO2
1579,C#CCC(=O)CC1CO1,1,C#CCC(=O)CC1CO1
1580,C#CC(C#C)OCCO,1,C#CC(C#C)OCCO
1581,CC12C3C4CC1N4C32,1,CC12C3C4CC1N4C32
1582,COC1C=CCC(C)C1,1,COC1C=CCC(C)C1
1583,CC1CCC=CC(=O)O1,1,CC1CCC=CC(=O)O1
1584,CNCC1=NCC(C)O1,1,CNCC1=NCC(C)O1
1585,CC(C)OC(=O)C(C)C,1,CC(C)OC(=O)C(C)C
1586,CCC(C)OC(C)=O,1,CCC(C)OC(C)=O
1587,C1C2C3N4C5CN(C31)C42,0,
1588,COCCCCOCC,1,CCOCCCCOC
1589,C#CC(C)(CO)C1CO1,1,C#CC(C)(CO)C1CO1
1590,CC#CC12CC(O)C1C2,1,CC#CC12CC(O)C1C2
1591,C#CC1(C#N)CN1C,1,C#CC1(C#N)CN1C
1592,OC1C2OC3CC2C13,1,OC1C2OC3CC2C31
1593,C#CC1OC2(C)CC2N1,1,C#CC1NC2CC2(C)O1
1594,OC1CCC12CCOC2,1,OC1CCC12CCOC2
1595,CCOC1C2OC3C2C31,1,CCOC1C2OC3C1C23
1596,C#CCCC(=O)NC=O,1,C#CCCC(=O)NC=O
1597,CN=C(N)C(C#N)NC,1,CN=C(N)C(C#N)NC
1598,C#CC(O)C1(CO)CC1,1,C#CC(O)C1(CO)CC1
1599,CC12CC(O)C1C(=O)O2,1,CC12CC(O)C1C(=O)O2
1600,CCC1CCC=C1O,1,CCC1CCC=C1O
1601,CC1(C)OC(=O)C12CC2,1,CC1(C)OC(=O)C12CC2
1602,CN1C2C3CC2C2C1C32,1,CN1C2C3CC2C2C3C21
1603,OC1C2OC3C1C1C3C12,1,OC1C2OC3C1C1C2C31
1604,CC1=C(CC)C(C)CC1,1,CCC1=C(C)CCC1C
1605,CCCC(=O)NC(N)=O,1,CCCC(=O)NC(N)=O
1606,C#CC(C)(CC)C(C)O,1,C#CC(C)(CC)C(C)O
1607,CC12COC1C1(CO1)C2,1,CC12COC1C1(CO1)C2
1608,CC12CC(C)(C)C1(C)C2,1,CC1(C)CC2(C)CC12C
1609,CC1CC12CC(C)C1C2,0,
1610,CCC1OCC1(C)CO,1,CCC1OCC1(C)CO
1611,CC(C)(C)C(O)C#N,1,CC(C)(C)C(O)C#N
1612,C#CC12CC(C1)C1CC12,1,C#CC12CC(C1)C1CC12
1613,CN1CC2C3C(=O)C2C13,1,CN1CC2C3C(=O)C2C31
1614,C1OCC1C1C2CC1C2,1,C1OCC1C1C2CC1C2
1615,O=C1CN2CCC1CO2,1,O=C1CN2CCC1CO2
1616,COCC1C2CC1C2O,1,COCC1C2CC1C2O
1617,C1=CCc2cn[nH]c2O1,1,C1=COc2[nH]ncc2C1
1618,C1=CC23CC2CC1CC3,1,C1=CC23CCC1CC2C3
1619,CN1C2CC1(C)C1OC12,1,CN1C2CC1(C)C1OC21
1620,C1=CC2OC2COC1,1,C1=CC2OC2COC1
1621,COCC1NCC1=O,1,COCC1NCC1=O
1622,C#CCC1CCOCO1,1,C#CCC1CCOCO1
1623,C1CC12OC2CCOC1,0,
1624,CC(=O)C1COCOC1,1,CC(=O)C1COCOC1
1625,CC1CC2OC(=O)C2C1,1,CC1CC2OC(=O)C2C1
1626,C#CC12CCC1(CO)C2,1,C#CC12CCC1(CO)C2
1627,O=C1CCCCCO1,1,O=C1CCCCCO1
1628,C#CC1(CO)CCCO1,1,C#CC1(CO)CCCO1
1629,CC1=CC2CC(O2)C1O,1,CC1=CC2CC(O2)C1O
1630,OC1CC2OCCC12O,1,OC1CC2OCCC12O
1631,CC12C3CCC(C1=O)C32,1,CC12C(=O)C3CCC1C32
1632,CC1=CC(=O)N2CC12,1,CC1=CC(=O)N2CC12
1633,CC(=O)C(C)OC=N,1,CC(=O)C(C)OC=N
1634,OC1C2CC(CO)OC12,1,OCC1CC2C(O)C2O1
1635,CC1C2CC3C1C3C2=O,1,CC1C2CC3C(C2=O)C13
1636,CC(C)C(C)CC1CC1,1,CC(C)C(C)CC1CC1
1637,CCC(O)C(O)C1CC1,1,CCC(O)C(O)C1CC1
1638,CCC12CCC(C1)C1C2,0,
1639,C#CCCC(=O)C1CC1,1,C#CCCC(=O)C1CC1
1640,C#CC1=CCCOC1=O,1,C#CC1=CCCOC1=O
1641,CC12CCC1N=CN2C,1,CN1C=NC2CCC21C
1642,C1=C2COCC3C2C1O3,1,C1=C2COCC3OC1C23
1643,C1CC2(C1)C3C1C3C1O2,1,C1CC2(C1)OC1C3C1C32
1644,CC12CCC(C=O)C1O2,1,CC12CCC(C=O)C1O2
1645,CC1C2CC(=O)C1(C)C2,1,CC1C2CC(=O)C1(C)C2
1646,C1C2C1C1(CCC1)C2,1,C1CC2(C1)CC1CC12
1647,CN1C2CC3C2CC1O3,1,CN1C2CC3C(CC31)O2
1648,O=C1C2CCC1N1CC12,1,O=C1C2CCC1N1CC21
1649,CC(C)C1C(C)CC1C,1,CC(C)C1C(C)CC1C
1650,CC12CCC(C=O)C1C2,1,CC12CCC(C=O)C1C2
1651,O=C1CCC12CN1CC12,1,O=C1CCC12CN1CC12
1652,CC(C)C12CC(CO1)O2,1,CC(C)C12CC(CO1)O2
