idx,smiles_raw,smiles_canon,valid,unique_valid,novel
1247,CCCC12CNC1C2=O,CCCC12CNC1C2=O,1,1,1
1248,CC1(O)COCCCC1,CC1(O)CCCCOC1,1,1,0
1249,CC(=O)CC#CCO,CC(=O)CC#CCO,1,1,0
1250,CN1CC1C1CC1CO,CN1CC1C1CC1CO,1,1,0
1251,CCC(O)C1CC1(C)O,CCC(O)C1CC1(C)O,1,1,0
1252,COC1CC2C(O)C2O1,COC1CC2C(O)C2O1,1,1,0
1253,C1C2CC3C4OC2C43O1,C1OC23C4CC1C2OC43,1,1,1
1254,CC(C)OC(=O)CC#N,CC(C)OC(=O)CC#N,1,1,1
1255,C#CC1CC=CCOC1,C#CC1CC=CCOC1,1,1,1
1256,OC1C2CC3(CO3)C1N2,OC1C2CC3(CO3)C1N2,1,1,1
1257,C#CC1C(=O)N2CC12C,C#CC1C(=O)N2CC12C,1,1,0
1258,C#CC(C#C)OCCO,C#CC(C#C)OCCO,1,1,0
1259,CC1C(C)C1C(=O)C,CC(=O)C1C(C)C1C,1,1,0
1260,CC1=CC(C#N)C(=O)N1,CC1=CC(C#N)C(=O)N1,1,1,1
1261,C#CC1(CC=O)CCC1,C#CC1(CC=O)CCC1,1,1,1
1262,CN=C1CC(C#N)C1O,CN=C1CC(C#N)C1O,1,1,1
1263,CCOCC#CCC#N,CCOCC#CCC#N,1,1,0
1264,CC12CN1CC21CN1C,CN1CC12CN1CC12C,1,1,1
1265,OC1CCC12COCO2,OC1CCC12COCO2,1,1,0
1266,O=C1C2C=CC3CC1C32,O=C1C2C=CC3CC1C32,1,1,0
1267,CCC1OCC1CC#N,CCC1OCC1CC#N,1,1,0
1268,OC1COC(=O)C12CC2,O=C1OCC(O)C12CC2,1,1,0
1269,C#CC1CC12CCC2O,C#CC1CC12CCC2O,1,1,0
1270,CC1C(=O)CCC(=O)O1,CC1OC(=O)CCC1=O,1,1,0
1271,O=C1CCC1C1CO1,O=C1CCC1C1CO1,1,1,0
1272,OC1CC2CCC12CO,OCC12CCC1CC2O,1,1,0
1273,CN1CC1CCCC=O,CN1CC1CCCC=O,1,1,0
1274,CC1CC12CCC21CN1,CC1CC12CCC21CN1,1,1,1
1275,OC1C2CC3(CN3)C1N2,OC1C2CC3(CN3)C1N2,1,1,1
1276,O=C1C2OC3CC2NC13,O=C1C2NC3CC2OC13,1,1,0
1277,C#CC12CCC1C2CO,C#CC12CCC1C2CO,1,1,0
1278,CC1CC2(CCOC1)C2,,0,0,0
1279,CC(=O)C(C)N1CC1,CC(=O)C(C)N1CC1,1,1,0
1280,CNC1(C#N)COC1=O,CNC1(C#N)COC1=O,1,1,0
1281,CC#CC1(CC)CC1,CC#CC1(CC)CC1,1,1,0
1282,CCC1(O)CC(C)C1O,CCC1(O)CC(C)C1O,1,1,0
1283,CC12C3C4C(OC14)C2N34,,0,0,0
1284,CC1C2NC1C2C1CN1,CC1C2NC1C2C1CN1,1,1,1
1285,CCC12OC1C1COC12,CCC12OC1C1COC12,1,1,0
1286,C1=CCC2(CC1)CCC2,C1=CCC2(CC1)CCC2,1,1,0
1287,C1=Cc2c[nH]cc2CC1,C1=Cc2c[nH]cc2CC1,1,1,0
1288,OC1CCC1O,OC1CCC1O,1,1,0
1289,CC1(C)OCC12CCC2,CC1(C)OCC12CCC2,1,1,0
1290,C#CC1CC1C(C)C,C#CC1CC1C(C)C,1,1,0
1291,CC1(C)C(O)C(O)C1O,CC1(C)C(O)C(O)C1O,1,1,0
1292,OC1C2CC2C12COC2,OC1C2CC2C12COC2,1,1,0
1293,COCC12CCC1C2O,COCC12CCC1C2O,1,1,0
1294,OC1CC1OCCC=O,O=CCCOC1CC1O,1,1,1
1295,CC(=O)CC#CC#N,CC(=O)CC#CC#N,1,1,0
1296,O=CC(CO)CC1CC1,O=CC(CO)CC1CC1,1,1,0
1297,OC1C(CCO)CO1,OCCC1COC1O,1,1,1
1298,CNc1cc(C)nn1C,CNc1cc(C)nn1C,1,1,1
1299,COCCC(C)OC=O,COCCC(C)OC=O,1,1,1
1300,C1=CC2C3CC4C3C2N41,C1=CN2C3CC4C1C2C43,1,1,1
1301,C1CC2CCC(C1)C1OC12,C1CC2CCC(C1)C1OC21,1,1,1
1302,O=CC(O)CCCCO,O=CC(O)CCCCO,1,1,0
1303,O=CCOCCOCC,CCOCCOCC=O,1,1,0
1304,COC12C3C=CC1(C)C32,COC12C3C=CC1(C)C32,1,1,1
1305,C#CCC12CC(C1)C2=O,C#CCC12CC(C1)C2=O,1,1,0
1306,CC12CC1(C#N)C(=O)N2,CC12CC1(C#N)C(=O)N2,1,1,1
1307,CC(C)(C)c1cnon1,CC(C)(C)c1cnon1,1,1,0
1308,CC(C)COCC1CC1,CC(C)COCC1CC1,1,1,0
1309,CC1=CC(=O)C(=O)C1O,CC1=CC(=O)C(=O)C1O,1,1,0
1310,CCC(C)(C)CCC=O,CCC(C)(C)CCC=O,1,1,0
1311,C#CC(C#C)CCO,C#CC(C#C)CCO,1,1,0
1312,C1=CCC2CN3C1C2C31,,0,0,0
1313,CNc1ccnc(=O)[nH]1,CNc1ccnc(=O)[nH]1,1,1,1
1314,CC(=O)C1=CCC2CN12,CC(=O)C1=CCC2CN12,1,1,1
1315,OC1C2CC1C1OC21,OC1C2CC1C1OC21,1,1,1
1316,CC(=O)C(C)C(=O)CO,CC(=O)C(C)C(=O)CO,1,1,0
1317,OC1C2CC1C1OC21,OC1C2CC1C1OC21,1,1,1
1318,CC1C=C(C)COC1=O,CC1=CC(C)C(=O)OC1,1,1,1
1319,C#CC1OCC1OC=O,C#CC1OCC1OC=O,1,1,1
1320,C#CC12CC=CC1N2C,C#CC12CC=CC1N2C,1,1,0
1321,O=C1CC=CCC12CC2,O=C1CC=CCC12CC2,1,1,0
1322,COC12COC1CC2=O,COC12COC1CC2=O,1,1,0
1323,OC1C=CCC12COC2,OC1C=CCC12COC2,1,1,0
1324,CC1C2COC3C(O1)C23,CC1OC2C3OCC1C32,1,1,0
1325,CN=C1OC(=O)C(C)C1,CN=C1CC(C)C(=O)O1,1,1,1
1326,O=CC1COC1CO,O=CC1COC1CO,1,1,0
1327,C#CC1CCCC1O,C#CC1CCCC1O,1,1,0
1328,CC#CC1(C)OCCO1,CC#CC1(C)OCCO1,1,1,0
1329,O=C1CC2(C1)CC21CN1,O=C1CC2(C1)CC21CN1,1,1,1
1330,C#CC(C)CCC1CC1,C#CC(C)CCC1CC1,1,1,0
1331,CN1C2CC3C(=O)C3C21,CN1C2CC3C(=O)C3C21,1,1,1
1332,CN1C2CC3C1C3(C)O2,CN1C2CC3C1C3(C)O2,1,1,1
1333,C1C2C3CN2C3(C=O)C13,,0,0,0
1334,OC1C2OC1C21CC1,OC1C2OC1C21CC1,1,1,1
1335,CC#CC1C=C(C)CC1,CC#CC1C=C(C)CC1,1,1,1
1336,COC1(C=O)CC2CC21,COC1(C=O)CC2CC21,1,1,0
1337,OC1C2C3C=CC3C1C2,OC1C2CC1C1C=CC12,1,1,1
1338,CC1(C2C=O)C2OCC2)N1,,0,0,0
1339,CCC#CC1C2CC1N2,CCC#CC1C2CC1N2,1,1,1
1340,C1CC2(C1)CN2CCO1,,0,0,0
1341,C#CC(O)C#CCCO,C#CC(O)C#CCCO,1,1,0
1342,CC12C3CC4C3CC1C42,CC12C3CC4C3CC1C42,1,1,0
1343,CC1(C)C2C3CC1C32C,CC1(C)C2CC3C1C32C,1,1,0
1344,CC1COC(=O)C2CC12,CC1COC(=O)C2CC12,1,1,0
1345,C1CC2CC3(C1CO3)O2,C1CC2COC23CC1O3,1,1,1
1346,OC1CC2(CO2)CO1,OC1CC2(CO1)CO2,1,1,1
1347,CN1CC(=O)C(C)O1,CC1ON(C)CC1=O,1,1,1
1348,C#CC(O)C1C(O)C1N,C#CC(O)C1C(N)C1O,1,1,1
1349,CC1CCC2OC2C1=O,CC1CCC2OC2C1=O,1,1,1
1350,CC1(C)OCCC1=O,CC1(C)OCCC1=O,1,1,1
1351,CC1C2C3C1C2(C)C31,,0,0,0
1352,C#CC#CC(C)(C)C#N,C#CC#CC(C)(C)C#N,1,1,0
1353,OC1C=CCOCC1,OC1C=CCOCC1,1,1,0
1354,COC(C)(C)C#CCO,COC(C)(C)C#CCO,1,1,0
1355,O=C1CCCC2OCC12,O=C1CCCC2OCC12,1,1,0
1356,C1CC2CC2C2OC12,C1CC2OC2C2CC12,1,1,0
1357,CC(C)(O)C(O)CC#N,CC(C)(O)C(O)CC#N,1,1,0
1358,CC(C)C1C(O)C1C,CC(C)C1C(C)C1O,1,1,0
1359,CC(C#N)N1CC(=O)O1,CC(C#N)N1CC(=O)O1,1,1,1
1360,COC1CC12CC1OC12,COC1CC12CC1OC12,1,1,1
1361,CCOC(C)COCC,CCOCC(C)OCC,1,1,0
1362,C#CC1(C)COC(=O)C1,C#CC1(C)COC(=O)C1,1,1,1
1363,CC1C2CC3(C)C(C2)C13,CC1C2CC3C1C3(C)C2,1,1,0
1364,CC1CC12COC=NC2,CC1CC12CN=COC2,1,1,0
1365,C1OC1C12CC1OC2,C1OC1C12COC1C2,1,1,0
1366,CC(=O)N1C=CC2CC21,CC(=O)N1C=CC2CC21,1,1,0
1367,C1COC1C12CC(C1)C2,C1CC(C23CC(C2)C3)O1,1,1,0
1368,C#CC12CN3C1C1NC321,C#CC12CN3C1C1NC132,1,1,1
1369,O=COC12CCC1C2,O=COC12CCC1C2,1,1,0
1370,CC12CC(CO1)OC2,CC12COC(CO1)C2,1,1,0
1371,CC(C)C#CCCC=O,CC(C)C#CCCC=O,1,1,1
1372,O=C1NC2CC1OC2,O=C1NC2COC1C2,1,1,1
1373,COC(C)C1(C)CCC1,COC(C)C1(C)CCC1,1,1,0
1374,CC1CC2C(O)C(C)C12,CC1CC2C(O)C(C)C12,1,1,1
1375,CCC12COC(C)(C1)C2,CCC12COC(C)(C1)C2,1,1,0
1376,CC1CC(=O)CC1CO,CC1CC(=O)CC1CO,1,1,0
1377,O=CC1COC1(C)C=O,CC1(C=O)OCC1C=O,1,1,1
1378,C1OC1C1(C2CC2)CC1,C1CC1C1(C2CO2)CC1,1,1,0
1379,CCC(C#N)C1CC1,CCC(C#N)C1CC1,1,1,1
1380,C#CC(CC#N)CO,C#CC(CO)CC#N,1,1,0
1381,CC12CC(CO1)C2=O,CC12CC(CO1)C2=O,1,1,0
1382,CC12COC3C1N(C)C32,CN1C2C3OCC2(C)C31,1,1,0
1383,CC1=C(CO)C(=O)CO1,CC1=C(CO)C(=O)CO1,1,1,1
1384,CC(C)C1C(O)C2CC21,CC(C)C1C(O)C2CC21,1,1,1
1385,C#CC(CC(C)(O)CO,,0,0,0
1386,OC1CC2(CO2)C1CC,CCC1C(O)CC12CO2,1,1,1
1387,CCC1CCC12CC2O,CCC1CCC12CC2O,1,1,0
1388,CCC12C3N4C(C31)C42C,CCC12C3C1N1C3C12C,1,1,0
1389,COC1C(C)C1(C)C=O,COC1C(C)C1(C)C=O,1,1,0
1390,CC#CC12CC1CC2O,CC#CC12CC1CC2O,1,1,0
1391,CCCC1(C)C(C)OC1,CCCC1(C)COC1C,1,1,0
1392,CC12CC1CCCOC2,CC12COCCCC1C2,1,1,0
1393,COCC1OCC1=O,COCC1OCC1=O,1,1,1
1394,CC1=CC(C#N)CC1O,CC1=CC(C#N)CC1O,1,1,0
1395,OC1C=CC2CC3C2C13,OC1C=CC2CC3C1C23,1,1,0
1396,C1=CCC(C1)C1CC1O,OC1CC1C1CC=CC1,1,1,0
1397,CC(C)CCCOC=O,CC(C)CCCOC=O,1,1,0
1398,CN1C2C3C4NC3C24C31,,0,0,0
1399,CC1=CC2C3OC2(C)C13,CC1=CC2C3OC2(C)C13,1,1,1
1400,O=C1C=C(C2CC2)CC1,O=C1C=C(C2CC2)CC1,1,1,0
1401,C#CC1OCC1=NO,C#CC1OCC1=NO,1,1,0
1402,CNc1cncc(O)n1,CNc1cncc(O)n1,1,1,0
1403,C#CC#CC1CCCO1,C#CC#CC1CCCO1,1,1,1
1404,OC1C2C3C4C3C2C4C13,,0,0,0
1405,C#CC1CCC12CC2O,C#CC1CCC12CC2O,1,1,0
1406,CC(=O)C#CC(C)=O,CC(=O)C#CC(C)=O,1,1,0
1407,CCCC1C=CCCO1,CCCC1C=CCCO1,1,1,1
1408,CC12CCC(C)(C1)C2O,CC12CCC(C)(C1)C2O,1,1,0
1409,CN=COC1C2CC1N2,CN=COC1C2CC1N2,1,1,1
1410,C#CC(O)C(=O)C#N,C#CC(O)C(=O)C#N,1,1,0
1411,C#CC12CC1COC=N2,C#CC12CC1COC=N2,1,1,0
1412,CC1=CC(=O)C(=O)NC1,CC1=CC(=O)C(=O)NC1,1,1,0
1413,O=C1CC=CC2CNC12,O=C1CC=CC2CNC12,1,1,1
1414,CC12COC3C(=O)C1N32,CC12COC3C(=O)C1N32,1,1,1
1415,CC#CC1C2C=CC1C2,CC#CC1C2C=CC1C2,1,1,0
1416,C#CC1C(C)C2CN12,C#CC1C(C)C2CN12,1,1,1
1417,COC12CCC1OCC2,COC12CCOC1CC2,1,1,1
1418,C1=CC2CCC3OC2C13,C1=CC2C3CCC1C2O3,1,1,0
1419,C1=CC2OC3C4NC3C12,,0,0,0
1420,C#CC(CCO)OC=O,C#CC(CCO)OC=O,1,1,0
1421,CC1(C)C2CC(=O)N12,CC1(C)C2CC(=O)N21,1,1,0
1422,CC1=CC2CC1OCO2,CC1=CC2CC1OCO2,1,1,1
1423,CC1C2CC1(CO)O2,CC1C2CC1(CO)O2,1,1,0
1424,CC12OC3C(CC1)CO2,,0,0,0
1425,C1=C2C(CC2)C2CCC12,C1=C2CCC2C2CCC12,1,1,0
1426,COCC(=O)C(N)=O,COCC(=O)C(N)=O,1,1,0
1427,CC(C)C1(C#N)COC1,CC(C)C1(C#N)COC1,1,1,0
1428,OC1C=CC2CC(O)C12,OC1C=CC2CC(O)C12,1,1,0
1429,CC1(C)C2CC3C1C23C,CC1(C)C2CC3C1C32C,1,1,0
1430,CC12C=CCCCC1O2,CC12C=CCCCC1O2,1,1,0
1431,C#CC1(C#N)COC1C,C#CC1(C#N)COC1C,1,1,0
1432,CC1CC1(C#N)CO,CC1CC1(C#N)CO,1,1,0
1433,OC1C=C2C3CC(C1)C23,OC1C=C2C3CC(C1)C23,1,1,1
1434,COCCC1CC2CC12,COCCC1CC2CC12,1,1,1
1435,CC1C(=O)C2OC2CC1,CC1CCC2OC2C1=O,1,1,1
1436,C#CC1C(=O)C2CC1O2,C#CC1C(=O)C2CC1O2,1,1,0
1437,CC1CC(=O)C12COC2,CC1CC(=O)C12COC2,1,1,0
1438,OC1C(O)C2(CN2)C1O,OC1C(O)C2(CN2)C1O,1,1,0
1439,CC(=O)C1CC1OC=O,CC(=O)C1CC1OC=O,1,1,0
1440,COC1CC2(C#N)NC12,COC1CC2(C#N)NC12,1,1,0
1441,CC(C)C1OCCC1=O,CC(C)C1OCCC1=O,1,1,0
1442,CCC(C)OCCC,CCCOC(C)CC,1,1,0
1443,C#CC#CC(=O)C1CO1,C#CC#CC(=O)C1CO1,1,1,0
1444,CC(CO)C1CC1CO,CC(CO)C1CC1CO,1,1,0
1445,CC(C)C(=O)C(C)O,CC(C)C(=O)C(C)O,1,1,1
1446,CNc1cc(N)oc1C,CNc1cc(N)oc1C,1,1,0
1447,CC1(C2CC2)OC1CO,CC1(C2CC2)OC1CO,1,1,0
1448,C#CCC1=CCCCC1,C#CCC1=CCCCC1,1,1,0
1449,COC1CC(=O)C2OC12,COC1CC(=O)C2OC12,1,1,1
1450,C1CC1C1C2CC1C2,C1CC1C1C2CC1C2,1,1,1
1451,CC1C=C(C2CC2)CO1,CC1C=C(C2CC2)CO1,1,1,0
1452,CC(C#N)C12CCC1O2,CC(C#N)C12CCC1O2,1,1,0
1453,O=CCC(O)C(O)CO,O=CCC(O)C(O)CO,1,1,1
1454,C#CC12CC(C1)C1NC12,C#CC12CC(C1)C1NC12,1,1,0
1455,CC1C(=O)CCC(=O)O1,CC1OC(=O)CCC1=O,1,1,0
1456,OC1CC2OCC1C2O,OC1CC2OCC1C2O,1,1,0
1457,CC(=O)C1C(C)C2CC21,CC(=O)C1C(C)C2CC21,1,1,0
1458,O=C1C=CCOC1,O=C1C=CCOC1,1,1,0
1459,CC1=CC(C)C(CO)C1,CC1=CC(C)C(CO)C1,1,1,0
1460,CC12CN1C(C)CC2=O,CC1CC(=O)C2(C)CN12,1,1,1
1461,O=C1C2CC3CC3N12,O=C1C2CC3CC3N12,1,1,1
1462,O=C1NC=CC2CC12,O=C1NC=CC2CC12,1,1,1
1463,CC(C)C1CC2(C)CC12,CC(C)C1CC2(C)CC12,1,1,0
1464,CC(C)COC(C)=O,CC(=O)OCC(C)C,1,1,0
1465,CC1COC2C(O)C2O1,CC1COC2C(O)C2O1,1,1,0
1466,C#CC(C)C(C)(C)CO,C#CC(C)C(C)(C)CO,1,1,0
1467,C1=C2COC3CC3C2O1,C1=C2COC3CC3C2O1,1,1,1
1468,O=CNC12CC(O)C1O2,O=CNC12CC(O)C1O2,1,1,1
1469,CC1(O)C2OC1C2CO,CC1(O)C2OC1C2CO,1,1,0
1470,CC1(C)CC2(CC2)CC1,CC1(C)CCC2(CC2)C1,1,1,0
1471,CC1CCCC(C)C1,CC1CCCC(C)C1,1,1,1
1472,CCC12CC1(C)CC2=O,CCC12CC1(C)CC2=O,1,1,1
1473,CCCC1C=CC2CN12,CCCC1C=CC2CN12,1,1,1
1474,C1CC2(C1)C1CC2N1,C1CC2(C1)C1CC2N1,1,1,1
1475,OC1C=CC2OC3C1C23,OC1C=CC2OC3C1C23,1,1,0
1476,CC1(C#N)CC1OCC,CCOC1CC1(C)C#N,1,1,1
1477,CC1C2C(O)C1(C)C2O,CC1C2C(O)C1(C)C2O,1,1,0
1478,C#CC#CC#CCC#N,C#CC#CC#CCC#N,1,1,0
1479,CC1C2CC(C)C12C#N,CC1CC2C(C)C12C#N,1,1,0
1480,OC1C=C2COC12CO,OCC12OCC1=CC2O,1,1,1
1481,C1OC1C12CC3CC3C12,,0,0,0
1482,CC1COC2CC12C,CC1COC2CC12C,1,1,0
1483,CC1CC1C(=O)N(C)C,CC1CC1C(=O)N(C)C,1,1,0
1484,C#CC1C=CCCC1,C#CC1C=CCCC1,1,1,0
1485,C#CC12C3CC4C1N4C32,C#CC12C3CC4C1N4C32,1,1,0
1486,CC1C(=O)NC(=O)C1,CC1CC(=O)NC1=O,1,1,0
1487,CCC1C(C)C(=O)C1C,CCC1C(C)C(=O)C1C,1,1,0
1488,CC(=O)N1CC1C1CO1,CC(=O)N1CC1C1CO1,1,1,0
1489,CC(=O)C(=O)C(=O)C=O,CC(=O)C(=O)C(=O)C=O,1,1,0
1490,CC1(C=O)C(=O)C(=O)N1,CC1(C=O)NC(=O)C1=O,1,1,1
1491,OC1C2COC1C1CC12,OC1C2COC1C1CC21,1,1,0
1492,O=C1CC(CCO)OC1,O=C1COC(CCO)C1,1,1,0
1493,CC(C)C1COC(=O)N1,CC(C)C1COC(=O)N1,1,1,0
1494,C1OC1C1CC2COC21,C1OC2C1CC2C1CO1,1,1,0
1495,CC(=O)OCC1CC1,CC(=O)OCC1CC1,1,1,0
1496,C#CCCC#CC#N,C#CCCC#CC#N,1,1,1
1497,C#CC(C#C)C(C)=O,C#CC(C#C)C(C)=O,1,1,0
1498,CCC(O)CCCCC,CCCCCC(O)CC,1,1,0
1499,O=CC12CC=CC3CC1N32,O=CC12CC=CC3CC1N32,1,1,1
1500,CC(=O)CCCOC=O,CC(=O)CCCOC=O,1,1,1
1501,COC12C3C4C3C1C42O,COC12C3C4C3C1(O)C42,1,1,0
1502,CC#CC1=CCCCO1,CC#CC1=CCCCO1,1,1,1
1503,CC(=O)C(=O)CCCO,CC(=O)C(=O)CCCO,1,1,0
1504,OC1CC12C1CCC2O1,OC1CC12C1CCC2O1,1,1,0
1505,CC12CN1CC1CC1O2,CC12CN1CC1CC1O2,1,1,1
1506,CCC1CC=CC(C)C1,CCC1CC=CC(C)C1,1,1,0
1507,CC(C)(C)CC(O)C=O,CC(C)(C)CC(O)C=O,1,1,1
1508,CN=COCC1CC1,CN=COCC1CC1,1,1,0
1509,OC1C=Cc2occn21,,0,0,0
1510,OC1CC12CC1CCC12,OC1CC12CC1CCC12,1,1,0
1511,OC1C(O)C12CC2CC1,,0,0,0
1512,C1C2C3NC21C1CC31,C1C2C3NC4(CC34)C12,1,1,1
1513,CN=C1C=CCOC1=O,CN=C1C=CCOC1=O,1,1,1
1514,COCC1OC(=O)C1,COCC1CC(=O)O1,1,1,1
1515,OC1CCC2CC2OC1,OC1CCC2CC2OC1,1,1,0
1516,CCC(C)C(C=O)C#N,CCC(C)C(C#N)C=O,1,1,0
1517,CC1C=C(C#N)NC1=O,CC1C=C(C#N)NC1=O,1,1,0
1518,CC(C)(C)N1CC1(C)C,CC(C)(C)N1CC1(C)C,1,1,1
1519,CC#CC1COC(=O)C1,CC#CC1COC(=O)C1,1,1,0
1520,C1OC1C1C2CN3C2C13,C1OC1C1C2CN3C2C13,1,1,0
1521,OC1CC23CC(CC2)C13,OC1CC23CCC(C2)C13,1,1,1
1522,COC1(C)C(O)C1C#N,COC1(C)C(O)C1C#N,1,1,1
1523,CC1(C)C(=O)N2CC21,CC1(C)C(=O)N2CC21,1,1,0
1524,OC1C2CC23COC13C,CC12OCC13CC3C2O,1,1,1
1525,CC(C)(C)C(=O)CC=O,CC(C)(C)C(=O)CC=O,1,1,0
1526,COCC1NC1CC,CCC1NC1COC,1,1,1
1527,C1OCC23CC(CC1)O2,,0,0,0
1528,O=CC1C2C3CC3C12C,CC12C(C=O)C1C1CC12,1,1,1
1529,C#CC12CC(O1)C1CC12,C#CC12CC(O1)C1CC12,1,1,1
1530,C#CC1CC2(C)CC12,C#CC1CC2(C)CC12,1,1,0
1531,CC#CC(O)C(C)=O,CC#CC(O)C(C)=O,1,1,0
1532,CC1(O)C(O)C12CCO2,CC1(O)C(O)C12CCO2,1,1,0
1533,COC1C(=O)NC1C#N,COC1C(=O)NC1C#N,1,1,1
1534,CCC1CC1OC1CC1,CCC1CC1OC1CC1,1,1,1
1535,CC12OC1C1OC3C2C13,CC12OC1C1OC3C1C32,1,1,1
1536,O=C1CCCC2CC12,O=C1CCCC2CC12,1,1,1
1537,CC(C#N)C(C)(O)C#N,CC(C#N)C(C)(O)C#N,1,1,0
1538,CC1CC1C1CC(=O)O1,CC1CC1C1CC(=O)O1,1,1,0
1539,OC1CCCC(=O)CO1,O=C1CCCC(O)OC1,1,1,1
1540,CC1CC2C(C)C3C2C13,CC1CC2C(C)C3C1C23,1,1,1
1541,C#CC1C2C3NC3C12O,C#CC1C2C3NC3C12O,1,1,0
1542,CC(C)OCCCO,CC(C)OCCCO,1,1,0
1543,C#CC1=CCCC1,C#CC1=CCCC1,1,1,1
1544,CC12OC3CN1CCC32,CC12OC3CN1CCC32,1,1,1
1545,OC1C=CCOC(=O)C1,O=C1CC(O)C=CCO1,1,1,0
1546,CC1(O)C2C=CC1CO2,CC1(O)C2C=CC1OC2,1,1,0
1547,CC1(C=O)OCC1CO,CC1(C=O)OCC1CO,1,1,0
1548,CN1C2C3C1C3C21CC1,CN1C2C3C2C2(CC2)C31,1,1,0
1549,CNc1cnoc1OC,CNc1cnoc1OC,1,1,0
1550,CC12CC(O)C3CC1C32,CC12CC(O)C3CC1C32,1,1,0
1551,CN1C(=O)C2C(O)C2O1,CN1OC2C(O)C2C1=O,1,1,1
1552,C#CC1(C(C)O)CN1,C#CC1(C(C)O)CN1,1,1,0
1553,CCC1OC1C1CC1O,CCC1OC1C1CC1O,1,1,0
1554,CC1(C)C(=O)C2CC1C2,CC1(C)C(=O)C2CC1C2,1,1,0
1555,CC(C)C1OC1CO,CC(C)C1OC1CO,1,1,0
1556,OC1CCC12CN=CO2,OC1CCC12CN=CO2,1,1,0
1557,CCC1C(=O)COC1C,CCC1C(=O)COC1C,1,1,0
1558,CC1(C)OCCC1=O,CC1(C)OCCC1=O,1,1,1
1559,CN=C1OC(=O)C12CC2,CN=C1OC(=O)C12CC2,1,1,1
1560,O=CC1OC1CC1CO1,O=CC1OC1CC1CO1,1,1,0
1561,O=C1CC2(CCO2)CO1,O=C1CC2(CCO2)CO1,1,1,0
1562,CC12CC(O)C1(C)CC2,CC12CCC1(C)C(O)C2,1,1,0
1563,O=CCC12CC(O)C1O2,O=CCC12CC(O)C1O2,1,1,0
1564,C#CCC1(O)C2CCC21,C#CCC1(O)C2CCC21,1,1,1
1565,CCCN=C(N)NC=O,CCCN=C(N)NC=O,1,1,0
1566,CC1(C)CCC(CO)O1,CC1(C)CCC(CO)O1,1,1,0
1567,O=CC1C2C3CCC1O2,,0,0,0
1568,CC1=C(C)COCC1O,CC1=C(C)C(O)COC1,1,1,0
1569,CC(C)C1(C)CC2OC21,CC(C)C1(C)CC2OC21,1,1,1
1570,CC12OC3C1C3(C)C1O2,,0,0,0
1571,OC1CCC2OC1C2O,OC1CCC2OC1C2O,1,1,0
1572,CC#CC(C#N)NC=O,CC#CC(C#N)NC=O,1,1,1
1573,CC(C)(C)CCC#N,CC(C)(C)CCC#N,1,1,0
1574,OC1C=CCOC(=O)C1,O=C1CC(O)C=CCO1,1,1,0
1575,CCC(=O)NC(=O)C=O,CCC(=O)NC(=O)C=O,1,1,0
1576,CNC(=O)C1C2CCC21,CNC(=O)C1C2CCC21,1,1,0
1577,CCCN1C2C3CN2C31,CCCN1C2C3CN2C31,1,1,1
1578,CCC(O)C(=O)C(C)O,CCC(O)C(=O)C(C)O,1,1,0
1579,O=C1CC2OC2C1O,O=C1CC2OC2C1O,1,1,0
1580,CC1=C(CO)CC1O,CC1=C(CO)CC1O,1,1,1
1581,O=C1CC2CCC2N1,O=C1CC2CCC2N1,1,1,0
1582,C1CC1CC2NC1C2O,,0,0,0
1583,CC1C(CO)C2C(C)C12,CC1C(CO)C2C(C)C12,1,1,0
1584,CC1=CCC(C=O)C1=O,CC1=CCC(C=O)C1=O,1,1,0
1585,COC1(C#N)CC2CC21,COC1(C#N)CC2CC21,1,1,1
1586,CC(C)OC(=O)CC#N,CC(C)OC(=O)CC#N,1,1,1
1587,CC12C=CCC(C)(C1)O2,CC12C=CCC(C)(C1)O2,1,1,0
1588,C#CCC(C)C(C)CO,C#CCC(C)C(C)CO,1,1,0
1589,CC1CC2(C)CC2C1O,CC1CC2(C)CC2C1O,1,1,0
1590,CC1C2C3CC1CC32,CC1C2CC3C(C2)C13,1,1,0
1591,O=C1CN2CC1C2O,O=C1CN2CC1C2O,1,1,1
1592,O=COC12CCC1CO2,O=COC12CCC1CO2,1,1,1
1593,CCOC1CC(C)C1O,CCOC1CC(C)C1O,1,1,0
1594,COC1CC2C3CC1C32,COC1CC2C3CC1C23,1,1,0
1595,C#CC1OC2CC2CC1,C#CC1CCC2CC2O1,1,1,0
1596,CC1CCCCC1O,CC1CCCCC1O,1,1,0
1597,C#CC(O)C1(C)CC1,C#CC(O)C1(C)CC1,1,1,0
1598,C#CC1OC(=O)C2CN12,C#CC1OC(=O)C2CN12,1,1,1
1599,C#CC(C)C1C(O)CO1,C#CC(C)C1OCC1O,1,1,1
1600,CCC1COC1(C)C#N,CCC1COC1(C)C#N,1,1,0
1601,C#CC1=CC(=O)CC1C,C#CC1=CC(=O)CC1C,1,1,0
1602,COC(C)(C)C(C)=O,COC(C)(C)C(C)=O,1,1,0
1603,C#CC(C)C(C)(C)C=O,C#CC(C)C(C)(C)C=O,1,1,0
1604,C#CC1CCCCC1=O,C#CC1CCCCC1=O,1,1,0
1605,O=C1CC(O)C2OC12,O=C1CC(O)C2OC12,1,1,0
1606,OC1COC2CN3C1C23,OC1COC2CN3C1C23,1,1,0
